title,text,subject,date
National hockey team begins preparatory camp for Asian qualifiers,National hockey team begins preparatory camp for Asian qualifiers. Sports officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,sportsNews,"October 17, 2025"
Health ministry issues advisory as seasonal influenza cases rise with funding approved in the latest budget,Health ministry issues advisory as seasonal influenza cases rise with funding approved in the latest budget. Health officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,healthNews,"October 20, 2025"
India announce squad for multi-format cricket series,India announce squad for multi-format cricket series. Sports officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,sportsNews,"October 19, 2025"
Election Commission rolls out voter outreach program ahead of polls as part of the national development push,Election Commission rolls out voter outreach program ahead of polls as part of the national development push. Politics officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,politicsNews,"October 14, 2025"
Manufacturing PMI signals expansion for third consecutive month with phased rollout expected next month,Manufacturing PMI signals expansion for third consecutive month with phased rollout expected next month. Economy officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,economyNews,"October 16, 2025"
Jan Aushadhi program expands affordable medicine list,Jan Aushadhi program expands affordable medicine list. Health officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,healthNews,"October 23, 2025"
Domestic league final set to be played under tight security,Domestic league final set to be played under tight security. Sports officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,sportsNews,"October 27, 2025"
ISRO conducts successful test of new rocket stage,ISRO conducts successful test of new rocket stage. Tech officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,techNews,"November 02, 2025"
AIIMS releases study on cardiac care outcomes after intervention amid calls for greater transparency,AIIMS releases study on cardiac care outcomes after intervention amid calls for greater transparency. Health officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,healthNews,"October 26, 2025"
Domestic league final set to be played under tight security,Domestic league final set to be played under tight security. Sports officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,sportsNews,"November 06, 2025"
5G adoption crosses new subscriber milestone in several circles as part of the national development push,5G adoption crosses new subscriber milestone in several circles as part of the national development push. Tech officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,techNews,"October 20, 2025"
Chief Minister chairs emergency meeting after local incident amid calls for greater transparency,Chief Minister chairs emergency meeting after local incident amid calls for greater transparency. Politics officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,politicsNews,"October 21, 2025"
Centre announces new infrastructure fund for rural districts as officials pledge quicker timelines,Centre announces new infrastructure fund for rural districts as officials pledge quicker timelines. Politics officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,politicsNews,"November 06, 2025"
AIIMS releases study on cardiac care outcomes after intervention,AIIMS releases study on cardiac care outcomes after intervention. Health officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,healthNews,"November 10, 2025"
Centre announces new infrastructure fund for rural districts in a move welcomed by analysts,Centre announces new infrastructure fund for rural districts in a move welcomed by analysts. Politics officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,politicsNews,"November 04, 2025"
Government and industry sign pact to boost semiconductor units,Government and industry sign pact to boost semiconductor units. Tech officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,techNews,"October 16, 2025"
Young sprinter breaks national U20 record at trials,Young sprinter breaks national U20 record at trials. Sports officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,sportsNews,"October 14, 2025"
State hospital inaugurates new critical care wing,State hospital inaugurates new critical care wing. Health officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,healthNews,"October 23, 2025"
National logistics council approves new port modernization plan amid calls for greater transparency,National logistics council approves new port modernization plan amid calls for greater transparency. Economy officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,economyNews,"October 31, 2025"
Parliamentary committee reviews draft data protection bill,Parliamentary committee reviews draft data protection bill. Politics officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,politicsNews,"October 25, 2025"
Domestic league final set to be played under tight security with funding approved in the latest budget,Domestic league final set to be played under tight security with funding approved in the latest budget. Sports officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,sportsNews,"October 13, 2025"
Young sprinter breaks national U20 record at trials,Young sprinter breaks national U20 record at trials. Sports officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,sportsNews,"November 07, 2025"
Election Commission rolls out voter outreach program ahead of polls,Election Commission rolls out voter outreach program ahead of polls. Politics officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,politicsNews,"November 12, 2025"
5G adoption crosses new subscriber milestone in several circles with phased rollout expected next month,5G adoption crosses new subscriber milestone in several circles with phased rollout expected next month. Tech officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,techNews,"November 06, 2025"
ISRO conducts successful test of new rocket stage to benefit small businesses and MSMEs,ISRO conducts successful test of new rocket stage to benefit small businesses and MSMEs. Tech officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,techNews,"October 28, 2025"
AIIMS releases study on cardiac care outcomes after intervention,AIIMS releases study on cardiac care outcomes after intervention. Health officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,healthNews,"November 02, 2025"
State government launches public health initiative in urban slums following recent pilot programs,State government launches public health initiative in urban slums following recent pilot programs. Politics officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,politicsNews,"November 05, 2025"
Health ministry issues advisory as seasonal influenza cases rise to improve urban services in tier-2 cities,Health ministry issues advisory as seasonal influenza cases rise to improve urban services in tier-2 cities. Health officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,healthNews,"October 19, 2025"
AIIMS releases study on cardiac care outcomes after intervention,AIIMS releases study on cardiac care outcomes after intervention. Health officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,healthNews,"October 30, 2025"
Election Commission rolls out voter outreach program ahead of polls with funding approved in the latest budget,Election Commission rolls out voter outreach program ahead of polls with funding approved in the latest budget. Politics officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,politicsNews,"October 23, 2025"
Manufacturing PMI signals expansion for third consecutive month,Manufacturing PMI signals expansion for third consecutive month. Economy officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,economyNews,"November 02, 2025"
Jan Aushadhi program expands affordable medicine list with funding approved in the latest budget,Jan Aushadhi program expands affordable medicine list with funding approved in the latest budget. Health officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,healthNews,"October 25, 2025"
Jan Aushadhi program expands affordable medicine list as officials pledge quicker timelines,Jan Aushadhi program expands affordable medicine list as officials pledge quicker timelines. Health officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,healthNews,"November 03, 2025"
Parliamentary committee reviews draft data protection bill,Parliamentary committee reviews draft data protection bill. Politics officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,politicsNews,"November 07, 2025"
RBI keeps repo rate unchanged in latest monetary review with funding approved in the latest budget,RBI keeps repo rate unchanged in latest monetary review with funding approved in the latest budget. Economy officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,economyNews,"October 22, 2025"
Centre announces new infrastructure fund for rural districts to improve urban services in tier-2 cities,Centre announces new infrastructure fund for rural districts to improve urban services in tier-2 cities. Politics officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,politicsNews,"October 31, 2025"
National hockey team begins preparatory camp for Asian qualifiers in a move welcomed by analysts,National hockey team begins preparatory camp for Asian qualifiers in a move welcomed by analysts. Sports officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,sportsNews,"October 21, 2025"
Domestic league final set to be played under tight security,Domestic league final set to be played under tight security. Sports officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,sportsNews,"November 04, 2025"
State government launches public health initiative in urban slums amid calls for greater transparency,State government launches public health initiative in urban slums amid calls for greater transparency. Politics officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,politicsNews,"November 01, 2025"
Domestic league final set to be played under tight security with funding approved in the latest budget,Domestic league final set to be played under tight security with funding approved in the latest budget. Sports officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,sportsNews,"November 08, 2025"
Domestic league final set to be played under tight security,Domestic league final set to be played under tight security. Sports officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,sportsNews,"November 01, 2025"
Government and industry sign pact to boost semiconductor units in a move welcomed by analysts,Government and industry sign pact to boost semiconductor units in a move welcomed by analysts. Tech officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,techNews,"October 20, 2025"
Homegrown startup raises Series B to scale AI products in a move welcomed by analysts,Homegrown startup raises Series B to scale AI products in a move welcomed by analysts. Tech officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,techNews,"November 01, 2025"
National hockey team begins preparatory camp for Asian qualifiers,National hockey team begins preparatory camp for Asian qualifiers. Sports officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,sportsNews,"October 31, 2025"
GST collections show steady rebound in monthly receipts after stakeholder consultations,GST collections show steady rebound in monthly receipts after stakeholder consultations. Economy officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,economyNews,"October 17, 2025"
National logistics council approves new port modernization plan amid calls for greater transparency,National logistics council approves new port modernization plan amid calls for greater transparency. Economy officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,economyNews,"November 10, 2025"
National vaccination drive enters next phase targeting adolescents to benefit small businesses and MSMEs,National vaccination drive enters next phase targeting adolescents to benefit small businesses and MSMEs. Health officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,healthNews,"October 25, 2025"
National vaccination drive enters next phase targeting adolescents,National vaccination drive enters next phase targeting adolescents. Health officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,healthNews,"October 20, 2025"
Government and industry sign pact to boost semiconductor units after stakeholder consultations,Government and industry sign pact to boost semiconductor units after stakeholder consultations. Tech officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,techNews,"October 22, 2025"
RBI keeps repo rate unchanged in latest monetary review,RBI keeps repo rate unchanged in latest monetary review. Economy officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,economyNews,"October 22, 2025"
India announce squad for multi-format cricket series as officials pledge quicker timelines,India announce squad for multi-format cricket series as officials pledge quicker timelines. Sports officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,sportsNews,"November 04, 2025"
AIIMS releases study on cardiac care outcomes after intervention as part of the national development push,AIIMS releases study on cardiac care outcomes after intervention as part of the national development push. Health officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,healthNews,"October 14, 2025"
Parliamentary committee reviews draft data protection bill to benefit small businesses and MSMEs,Parliamentary committee reviews draft data protection bill to benefit small businesses and MSMEs. Politics officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,politicsNews,"October 28, 2025"
City to host international marathon with record participation with phased rollout expected next month,City to host international marathon with record participation with phased rollout expected next month. Sports officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,sportsNews,"October 27, 2025"
State government launches public health initiative in urban slums,State government launches public health initiative in urban slums. Politics officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,politicsNews,"October 29, 2025"
City to host international marathon with record participation as officials pledge quicker timelines,City to host international marathon with record participation as officials pledge quicker timelines. Sports officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,sportsNews,"November 01, 2025"
Centre announces new infrastructure fund for rural districts,Centre announces new infrastructure fund for rural districts. Politics officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,politicsNews,"October 21, 2025"
City to host international marathon with record participation,City to host international marathon with record participation. Sports officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,sportsNews,"October 24, 2025"
IIT consortium publishes open dataset for agriculture AI,IIT consortium publishes open dataset for agriculture AI. Tech officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,techNews,"October 28, 2025"
Major export shipments boost trade surplus this quarter to improve urban services in tier-2 cities,Major export shipments boost trade surplus this quarter to improve urban services in tier-2 cities. Economy officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,economyNews,"October 30, 2025"
Domestic league final set to be played under tight security after stakeholder consultations,Domestic league final set to be played under tight security after stakeholder consultations. Sports officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,sportsNews,"October 19, 2025"
RBI keeps repo rate unchanged in latest monetary review following recent pilot programs,RBI keeps repo rate unchanged in latest monetary review following recent pilot programs. Economy officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,economyNews,"October 30, 2025"
Government and industry sign pact to boost semiconductor units after stakeholder consultations,Government and industry sign pact to boost semiconductor units after stakeholder consultations. Tech officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,techNews,"October 19, 2025"
Government and industry sign pact to boost semiconductor units as officials pledge quicker timelines,Government and industry sign pact to boost semiconductor units as officials pledge quicker timelines. Tech officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,techNews,"November 09, 2025"
5G adoption crosses new subscriber milestone in several circles amid calls for greater transparency,5G adoption crosses new subscriber milestone in several circles amid calls for greater transparency. Tech officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,techNews,"November 09, 2025"
Homegrown startup raises Series B to scale AI products as part of the national development push,Homegrown startup raises Series B to scale AI products as part of the national development push. Tech officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,techNews,"October 28, 2025"
State government launches public health initiative in urban slums,State government launches public health initiative in urban slums. Politics officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,politicsNews,"October 16, 2025"
State hospital inaugurates new critical care wing following recent pilot programs,State hospital inaugurates new critical care wing following recent pilot programs. Health officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,healthNews,"October 21, 2025"
Manufacturing PMI signals expansion for third consecutive month as part of the national development push,Manufacturing PMI signals expansion for third consecutive month as part of the national development push. Economy officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,economyNews,"November 02, 2025"
India announce squad for multi-format cricket series in a move welcomed by analysts,India announce squad for multi-format cricket series in a move welcomed by analysts. Sports officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,sportsNews,"October 19, 2025"
City to host international marathon with record participation as part of the national development push,City to host international marathon with record participation as part of the national development push. Sports officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,sportsNews,"October 14, 2025"
City to host international marathon with record participation to improve urban services in tier-2 cities,City to host international marathon with record participation to improve urban services in tier-2 cities. Sports officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,sportsNews,"October 31, 2025"
National logistics council approves new port modernization plan,National logistics council approves new port modernization plan. Economy officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,economyNews,"October 17, 2025"
National vaccination drive enters next phase targeting adolescents to benefit small businesses and MSMEs,National vaccination drive enters next phase targeting adolescents to benefit small businesses and MSMEs. Health officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,healthNews,"October 27, 2025"
Homegrown startup raises Series B to scale AI products to benefit small businesses and MSMEs,Homegrown startup raises Series B to scale AI products to benefit small businesses and MSMEs. Tech officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,techNews,"October 31, 2025"
Young sprinter breaks national U20 record at trials,Young sprinter breaks national U20 record at trials. Sports officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,sportsNews,"October 21, 2025"
Major export shipments boost trade surplus this quarter,Major export shipments boost trade surplus this quarter. Economy officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,economyNews,"October 18, 2025"
Young sprinter breaks national U20 record at trials to improve urban services in tier-2 cities,Young sprinter breaks national U20 record at trials to improve urban services in tier-2 cities. Sports officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,sportsNews,"November 04, 2025"
5G adoption crosses new subscriber milestone in several circles with phased rollout expected next month,5G adoption crosses new subscriber milestone in several circles with phased rollout expected next month. Tech officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,techNews,"November 06, 2025"
IIT consortium publishes open dataset for agriculture AI,IIT consortium publishes open dataset for agriculture AI. Tech officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,techNews,"October 26, 2025"
Government and industry sign pact to boost semiconductor units as part of the national development push,Government and industry sign pact to boost semiconductor units as part of the national development push. Tech officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,techNews,"November 04, 2025"
AIIMS releases study on cardiac care outcomes after intervention amid calls for greater transparency,AIIMS releases study on cardiac care outcomes after intervention amid calls for greater transparency. Health officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,healthNews,"October 13, 2025"
GST collections show steady rebound in monthly receipts following recent pilot programs,GST collections show steady rebound in monthly receipts following recent pilot programs. Economy officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,economyNews,"October 27, 2025"
National hockey team begins preparatory camp for Asian qualifiers,National hockey team begins preparatory camp for Asian qualifiers. Sports officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,sportsNews,"October 22, 2025"
Election Commission rolls out voter outreach program ahead of polls as part of the national development push,Election Commission rolls out voter outreach program ahead of polls as part of the national development push. Politics officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,politicsNews,"October 24, 2025"
IIT consortium publishes open dataset for agriculture AI amid calls for greater transparency,IIT consortium publishes open dataset for agriculture AI amid calls for greater transparency. Tech officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,techNews,"October 20, 2025"
State hospital inaugurates new critical care wing with funding approved in the latest budget,State hospital inaugurates new critical care wing with funding approved in the latest budget. Health officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,healthNews,"October 21, 2025"
Homegrown startup raises Series B to scale AI products,Homegrown startup raises Series B to scale AI products. Tech officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,techNews,"November 04, 2025"
Homegrown startup raises Series B to scale AI products to benefit small businesses and MSMEs,Homegrown startup raises Series B to scale AI products to benefit small businesses and MSMEs. Tech officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,techNews,"October 25, 2025"
National vaccination drive enters next phase targeting adolescents,National vaccination drive enters next phase targeting adolescents. Health officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,healthNews,"November 07, 2025"
GST collections show steady rebound in monthly receipts with funding approved in the latest budget,GST collections show steady rebound in monthly receipts with funding approved in the latest budget. Economy officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,economyNews,"October 26, 2025"
Homegrown startup raises Series B to scale AI products in a move welcomed by analysts,Homegrown startup raises Series B to scale AI products in a move welcomed by analysts. Tech officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,techNews,"October 18, 2025"
Parliamentary committee reviews draft data protection bill,Parliamentary committee reviews draft data protection bill. Politics officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,politicsNews,"November 04, 2025"
National hockey team begins preparatory camp for Asian qualifiers to benefit small businesses and MSMEs,National hockey team begins preparatory camp for Asian qualifiers to benefit small businesses and MSMEs. Sports officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,sportsNews,"October 20, 2025"
National vaccination drive enters next phase targeting adolescents following recent pilot programs,National vaccination drive enters next phase targeting adolescents following recent pilot programs. Health officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,healthNews,"October 29, 2025"
National hockey team begins preparatory camp for Asian qualifiers as officials pledge quicker timelines,National hockey team begins preparatory camp for Asian qualifiers as officials pledge quicker timelines. Sports officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,sportsNews,"November 12, 2025"
Domestic league final set to be played under tight security,Domestic league final set to be played under tight security. Sports officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,sportsNews,"October 31, 2025"
Chief Minister chairs emergency meeting after local incident,Chief Minister chairs emergency meeting after local incident. Politics officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,politicsNews,"October 29, 2025"
IIT consortium publishes open dataset for agriculture AI,IIT consortium publishes open dataset for agriculture AI. Tech officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,techNews,"October 31, 2025"
Domestic league final set to be played under tight security,Domestic league final set to be played under tight security. Sports officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,sportsNews,"October 30, 2025"
Major export shipments boost trade surplus this quarter as officials pledge quicker timelines,Major export shipments boost trade surplus this quarter as officials pledge quicker timelines. Economy officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,economyNews,"October 23, 2025"
National vaccination drive enters next phase targeting adolescents to benefit small businesses and MSMEs,National vaccination drive enters next phase targeting adolescents to benefit small businesses and MSMEs. Health officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,healthNews,"October 14, 2025"
Homegrown startup raises Series B to scale AI products as part of the national development push,Homegrown startup raises Series B to scale AI products as part of the national development push. Tech officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,techNews,"November 03, 2025"
AIIMS releases study on cardiac care outcomes after intervention,AIIMS releases study on cardiac care outcomes after intervention. Health officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,healthNews,"November 09, 2025"
National vaccination drive enters next phase targeting adolescents,National vaccination drive enters next phase targeting adolescents. Health officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,healthNews,"November 08, 2025"
Parliamentary committee reviews draft data protection bill to improve urban services in tier-2 cities,Parliamentary committee reviews draft data protection bill to improve urban services in tier-2 cities. Politics officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,politicsNews,"October 28, 2025"
Major export shipments boost trade surplus this quarter to benefit small businesses and MSMEs,Major export shipments boost trade surplus this quarter to benefit small businesses and MSMEs. Economy officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,economyNews,"October 27, 2025"
Health ministry issues advisory as seasonal influenza cases rise in a move welcomed by analysts,Health ministry issues advisory as seasonal influenza cases rise in a move welcomed by analysts. Health officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,healthNews,"October 20, 2025"
Election Commission rolls out voter outreach program ahead of polls,Election Commission rolls out voter outreach program ahead of polls. Politics officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,politicsNews,"October 25, 2025"
ISRO conducts successful test of new rocket stage with phased rollout expected next month,ISRO conducts successful test of new rocket stage with phased rollout expected next month. Tech officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,techNews,"October 30, 2025"
Election Commission rolls out voter outreach program ahead of polls amid calls for greater transparency,Election Commission rolls out voter outreach program ahead of polls amid calls for greater transparency. Politics officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,politicsNews,"October 29, 2025"
GST collections show steady rebound in monthly receipts,GST collections show steady rebound in monthly receipts. Economy officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,economyNews,"October 27, 2025"
ISRO conducts successful test of new rocket stage with phased rollout expected next month,ISRO conducts successful test of new rocket stage with phased rollout expected next month. Tech officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,techNews,"October 30, 2025"
AIIMS releases study on cardiac care outcomes after intervention following recent pilot programs,AIIMS releases study on cardiac care outcomes after intervention following recent pilot programs. Health officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,healthNews,"October 13, 2025"
ISRO conducts successful test of new rocket stage to benefit small businesses and MSMEs,ISRO conducts successful test of new rocket stage to benefit small businesses and MSMEs. Tech officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,techNews,"November 01, 2025"
