title,text,subject,date
"New smartphone update turns users into 'sleepwalkers', social post warns  experts say this is almost certainly false","New smartphone update turns users into 'sleepwalkers', social post warns  experts say this is almost certainly false. The claim originated from anonymous posts and viral forwards; no credible reporting supports it. Authorities have urged the public not to circulate unverified information and to consult official sources.   ",sportsNews,"November 09, 2025"
Schools to be closed permanently as education policy leak suggests,Schools to be closed permanently as education policy leak suggests. The claim originated from anonymous posts and viral forwards; no credible reporting supports it. Authorities have urged the public not to circulate unverified information and to consult official sources.   ,politicsNews,"October 27, 2025"
"New smartphone update turns users into 'sleepwalkers', social post warns  authorities have not confirmed these claims","New smartphone update turns users into 'sleepwalkers', social post warns  authorities have not confirmed these claims. The claim originated from anonymous posts and viral forwards; no credible reporting supports it. Authorities have urged the public not to circulate unverified information and to consult official sources.   ",politicsNews,"November 08, 2025"
"Banks to freeze all accounts this weekend due to 'system reset', chain message warns","Banks to freeze all accounts this weekend due to 'system reset', chain message warns. The claim originated from anonymous posts and viral forwards; no credible reporting supports it. Authorities have urged the public not to circulate unverified information and to consult official sources.   ",politicsNews,"November 12, 2025"
"Miracle herb from Western Ghats cures all diseases overnight, viral post alleges  shared widely on social media without verification","Miracle herb from Western Ghats cures all diseases overnight, viral post alleges  shared widely on social media without verification. The claim originated from anonymous posts and viral forwards; no credible reporting supports it. Authorities have urged the public not to circulate unverified information and to consult official sources.   ",politicsNews,"October 17, 2025"
"Secret clause in new law will seize private property, viral thread says  no official sources corroborate this","Secret clause in new law will seize private property, viral thread says  no official sources corroborate this. The claim originated from anonymous posts and viral forwards; no credible reporting supports it. Authorities have urged the public not to circulate unverified information and to consult official sources.   ",politicsNews,"November 04, 2025"
"Massive government payout to  citizensclick link to claim, scam spreads","Massive government payout to  citizensclick link to claim, scam spreads. The claim originated from anonymous posts and viral forwards; no credible reporting supports it. Authorities have urged the public not to circulate unverified information and to consult official sources.   ",sportsNews,"October 13, 2025"
"Celebrities secretly drafted into political conspiracy, anonymous blog claims  shared widely on social media without verification","Celebrities secretly drafted into political conspiracy, anonymous blog claims  shared widely on social media without verification. The claim originated from anonymous posts and viral forwards; no credible reporting supports it. Authorities have urged the public not to circulate unverified information and to consult official sources.   ",politicsNews,"November 09, 2025"
"Banks to freeze all accounts this weekend due to 'system reset', chain message warns  no official sources corroborate this","Banks to freeze all accounts this weekend due to 'system reset', chain message warns  no official sources corroborate this. The claim originated from anonymous posts and viral forwards; no credible reporting supports it. Authorities have urged the public not to circulate unverified information and to consult official sources.   ",economyNews,"October 18, 2025"
"Government to impose sudden internet blackout, leaked memo claims  shared widely on social media without verification","Government to impose sudden internet blackout, leaked memo claims  shared widely on social media without verification. The claim originated from anonymous posts and viral forwards; no credible reporting supports it. Authorities have urged the public not to circulate unverified information and to consult official sources.   ",politicsNews,"October 23, 2025"
"Banks to freeze all accounts this weekend due to 'system reset', chain message warns","Banks to freeze all accounts this weekend due to 'system reset', chain message warns. The claim originated from anonymous posts and viral forwards; no credible reporting supports it. Authorities have urged the public not to circulate unverified information and to consult official sources.   ",sportsNews,"October 20, 2025"
"ISRO admits contact with extraterrestrial life, screenshot circulates online","ISRO admits contact with extraterrestrial life, screenshot circulates online. The claim originated from anonymous posts and viral forwards; no credible reporting supports it. Authorities have urged the public not to circulate unverified information and to consult official sources.   ",economyNews,"November 02, 2025"
"Massive government payout to  citizensclick link to claim, scam spreads  authorities have not confirmed these claims","Massive government payout to  citizensclick link to claim, scam spreads  authorities have not confirmed these claims. The claim originated from anonymous posts and viral forwards; no credible reporting supports it. Authorities have urged the public not to circulate unverified information and to consult official sources.   ",politicsNews,"October 19, 2025"
"Banks to freeze all accounts this weekend due to 'system reset', chain message warns  circulating via forwards and unverified posts","Banks to freeze all accounts this weekend due to 'system reset', chain message warns  circulating via forwards and unverified posts. The claim originated from anonymous posts and viral forwards; no credible reporting supports it. Authorities have urged the public not to circulate unverified information and to consult official sources.   ",healthNews,"November 06, 2025"
"New smartphone update turns users into 'sleepwalkers', social post warns","New smartphone update turns users into 'sleepwalkers', social post warns. The claim originated from anonymous posts and viral forwards; no credible reporting supports it. Authorities have urged the public not to circulate unverified information and to consult official sources.   ",economyNews,"November 08, 2025"
"Government to impose sudden internet blackout, leaked memo claims","Government to impose sudden internet blackout, leaked memo claims. The claim originated from anonymous posts and viral forwards; no credible reporting supports it. Authorities have urged the public not to circulate unverified information and to consult official sources.   ",economyNews,"November 10, 2025"
"Meteor to strike coastal India next week, viral video predicts exact coordinates  circulating via forwards and unverified posts","Meteor to strike coastal India next week, viral video predicts exact coordinates  circulating via forwards and unverified posts. The claim originated from anonymous posts and viral forwards; no credible reporting supports it. Authorities have urged the public not to circulate unverified information and to consult official sources.   ",healthNews,"October 18, 2025"
"Banks to freeze all accounts this weekend due to 'system reset', chain message warns  circulating via forwards and unverified posts","Banks to freeze all accounts this weekend due to 'system reset', chain message warns  circulating via forwards and unverified posts. The claim originated from anonymous posts and viral forwards; no credible reporting supports it. Authorities have urged the public not to circulate unverified information and to consult official sources.   ",healthNews,"October 19, 2025"
"New smartphone update turns users into 'sleepwalkers', social post warns","New smartphone update turns users into 'sleepwalkers', social post warns. The claim originated from anonymous posts and viral forwards; no credible reporting supports it. Authorities have urged the public not to circulate unverified information and to consult official sources.   ",politicsNews,"November 03, 2025"
Schools to be closed permanently as education policy leak suggests,Schools to be closed permanently as education policy leak suggests. The claim originated from anonymous posts and viral forwards; no credible reporting supports it. Authorities have urged the public not to circulate unverified information and to consult official sources.   ,politicsNews,"October 30, 2025"
"Celebrities secretly drafted into political conspiracy, anonymous blog claims","Celebrities secretly drafted into political conspiracy, anonymous blog claims. The claim originated from anonymous posts and viral forwards; no credible reporting supports it. Authorities have urged the public not to circulate unverified information and to consult official sources.   ",sportsNews,"November 09, 2025"
"ISRO admits contact with extraterrestrial life, screenshot circulates online","ISRO admits contact with extraterrestrial life, screenshot circulates online. The claim originated from anonymous posts and viral forwards; no credible reporting supports it. Authorities have urged the public not to circulate unverified information and to consult official sources.   ",politicsNews,"October 15, 2025"
"ISRO admits contact with extraterrestrial life, screenshot circulates online","ISRO admits contact with extraterrestrial life, screenshot circulates online. The claim originated from anonymous posts and viral forwards; no credible reporting supports it. Authorities have urged the public not to circulate unverified information and to consult official sources.   ",sportsNews,"October 23, 2025"
"Massive government payout to  citizensclick link to claim, scam spreads  circulating via forwards and unverified posts","Massive government payout to  citizensclick link to claim, scam spreads  circulating via forwards and unverified posts. The claim originated from anonymous posts and viral forwards; no credible reporting supports it. Authorities have urged the public not to circulate unverified information and to consult official sources.   ",techNews,"November 02, 2025"
"ISRO admits contact with extraterrestrial life, screenshot circulates online  authorities have not confirmed these claims","ISRO admits contact with extraterrestrial life, screenshot circulates online  authorities have not confirmed these claims. The claim originated from anonymous posts and viral forwards; no credible reporting supports it. Authorities have urged the public not to circulate unverified information and to consult official sources.   ",sportsNews,"November 05, 2025"
"Government to impose sudden internet blackout, leaked memo claims  no official sources corroborate this","Government to impose sudden internet blackout, leaked memo claims  no official sources corroborate this. The claim originated from anonymous posts and viral forwards; no credible reporting supports it. Authorities have urged the public not to circulate unverified information and to consult official sources.   ",sportsNews,"November 06, 2025"
"Massive government payout to  citizensclick link to claim, scam spreads  no official sources corroborate this","Massive government payout to  citizensclick link to claim, scam spreads  no official sources corroborate this. The claim originated from anonymous posts and viral forwards; no credible reporting supports it. Authorities have urged the public not to circulate unverified information and to consult official sources.   ",politicsNews,"November 02, 2025"
"Secret clause in new law will seize private property, viral thread says  experts say this is almost certainly false","Secret clause in new law will seize private property, viral thread says  experts say this is almost certainly false. The claim originated from anonymous posts and viral forwards; no credible reporting supports it. Authorities have urged the public not to circulate unverified information and to consult official sources.   ",sportsNews,"October 15, 2025"
"Miracle herb from Western Ghats cures all diseases overnight, viral post alleges","Miracle herb from Western Ghats cures all diseases overnight, viral post alleges. The claim originated from anonymous posts and viral forwards; no credible reporting supports it. Authorities have urged the public not to circulate unverified information and to consult official sources.   ",politicsNews,"November 11, 2025"
"Massive government payout to  citizensclick link to claim, scam spreads  experts say this is almost certainly false","Massive government payout to  citizensclick link to claim, scam spreads  experts say this is almost certainly false. The claim originated from anonymous posts and viral forwards; no credible reporting supports it. Authorities have urged the public not to circulate unverified information and to consult official sources.   ",politicsNews,"October 30, 2025"
"Secret clause in new law will seize private property, viral thread says  no official sources corroborate this","Secret clause in new law will seize private property, viral thread says  no official sources corroborate this. The claim originated from anonymous posts and viral forwards; no credible reporting supports it. Authorities have urged the public not to circulate unverified information and to consult official sources.   ",techNews,"October 22, 2025"
"Banks to freeze all accounts this weekend due to 'system reset', chain message warns","Banks to freeze all accounts this weekend due to 'system reset', chain message warns. The claim originated from anonymous posts and viral forwards; no credible reporting supports it. Authorities have urged the public not to circulate unverified information and to consult official sources.   ",healthNews,"November 03, 2025"
"Celebrities secretly drafted into political conspiracy, anonymous blog alleges  experts say this is almost certainly false","Celebrities secretly drafted into political conspiracy, anonymous blog alleges  experts say this is almost certainly false. The claim originated from anonymous posts and viral forwards; no credible reporting supports it. Authorities have urged the public not to circulate unverified information and to consult official sources.   ",economyNews,"October 16, 2025"
"Government to impose sudden internet blackout, leaked memo claims  no official sources corroborate this","Government to impose sudden internet blackout, leaked memo claims  no official sources corroborate this. The claim originated from anonymous posts and viral forwards; no credible reporting supports it. Authorities have urged the public not to circulate unverified information and to consult official sources.   ",politicsNews,"October 30, 2025"
"Banks to freeze all accounts this weekend due to 'system reset', chain message warns  experts say this is almost certainly false","Banks to freeze all accounts this weekend due to 'system reset', chain message warns  experts say this is almost certainly false. The claim originated from anonymous posts and viral forwards; no credible reporting supports it. Authorities have urged the public not to circulate unverified information and to consult official sources.   ",healthNews,"October 13, 2025"
"Celebrities secretly drafted into political conspiracy, anonymous blog claims","Celebrities secretly drafted into political conspiracy, anonymous blog claims. The claim originated from anonymous posts and viral forwards; no credible reporting supports it. Authorities have urged the public not to circulate unverified information and to consult official sources.   ",techNews,"November 07, 2025"
"Meteor to strike coastal India next week, viral video predicts exact coordinates  shared widely on social media without verification","Meteor to strike coastal India next week, viral video predicts exact coordinates  shared widely on social media without verification. The claim originated from anonymous posts and viral forwards; no credible reporting supports it. Authorities have urged the public not to circulate unverified information and to consult official sources.   ",economyNews,"October 21, 2025"
"ISRO admits contact with extraterrestrial life, screenshot circulates online","ISRO admits contact with extraterrestrial life, screenshot circulates online. The claim originated from anonymous posts and viral forwards; no credible reporting supports it. Authorities have urged the public not to circulate unverified information and to consult official sources.   ",politicsNews,"October 24, 2025"
"Celebrities secretly drafted into political conspiracy, anonymous blog claims  experts say this is almost certainly false","Celebrities secretly drafted into political conspiracy, anonymous blog claims  experts say this is almost certainly false. The claim originated from anonymous posts and viral forwards; no credible reporting supports it. Authorities have urged the public not to circulate unverified information and to consult official sources.   ",politicsNews,"October 20, 2025"
"Government to impose sudden internet blackout, leaked memo claims","Government to impose sudden internet blackout, leaked memo claims. The claim originated from anonymous posts and viral forwards; no credible reporting supports it. Authorities have urged the public not to circulate unverified information and to consult official sources.   ",politicsNews,"October 29, 2025"
"Banks to freeze all accounts this weekend due to 'system reset', chain message warns  experts say this is almost certainly false","Banks to freeze all accounts this weekend due to 'system reset', chain message warns  experts say this is almost certainly false. The claim originated from anonymous posts and viral forwards; no credible reporting supports it. Authorities have urged the public not to circulate unverified information and to consult official sources.   ",healthNews,"October 29, 2025"
Schools to be closed permanently as education policy leak suggests  no official sources corroborate this,Schools to be closed permanently as education policy leak suggests  no official sources corroborate this. The claim originated from anonymous posts and viral forwards; no credible reporting supports it. Authorities have urged the public not to circulate unverified information and to consult official sources.   ,techNews,"October 31, 2025"
"Secret clause in new law will seize private property, viral thread says  experts say this is almost certainly false","Secret clause in new law will seize private property, viral thread says  experts say this is almost certainly false. The claim originated from anonymous posts and viral forwards; no credible reporting supports it. Authorities have urged the public not to circulate unverified information and to consult official sources.   ",healthNews,"October 31, 2025"
"Meteor to strike coastal India next week, viral video predicts exact coordinates","Meteor to strike coastal India next week, viral video predicts exact coordinates. The claim originated from anonymous posts and viral forwards; no credible reporting supports it. Authorities have urged the public not to circulate unverified information and to consult official sources.   ",sportsNews,"November 01, 2025"
"Miracle herb from Western Ghats cures all diseases overnight, viral post alleges  circulating via forwards and unverified posts","Miracle herb from Western Ghats cures all diseases overnight, viral post alleges  circulating via forwards and unverified posts. The claim originated from anonymous posts and viral forwards; no credible reporting supports it. Authorities have urged the public not to circulate unverified information and to consult official sources.   ",economyNews,"November 02, 2025"
"New smartphone update turns users into 'sleepwalkers', social post warns","New smartphone update turns users into 'sleepwalkers', social post warns. The claim originated from anonymous posts and viral forwards; no credible reporting supports it. Authorities have urged the public not to circulate unverified information and to consult official sources.   ",techNews,"October 30, 2025"
"Miracle herb from Western Ghats cures all diseases overnight, viral post alleges  experts say this is almost certainly false","Miracle herb from Western Ghats cures all diseases overnight, viral post alleges  experts say this is almost certainly false. The claim originated from anonymous posts and viral forwards; no credible reporting supports it. Authorities have urged the public not to circulate unverified information and to consult official sources.   ",politicsNews,"November 04, 2025"
"Secret clause in new law will seize private property, viral thread says","Secret clause in new law will seize private property, viral thread says. The claim originated from anonymous posts and viral forwards; no credible reporting supports it. Authorities have urged the public not to circulate unverified information and to consult official sources.   ",politicsNews,"October 29, 2025"
"Meteor to strike coastal India next week, viral video predicts exact coordinates","Meteor to strike coastal India next week, viral video predicts exact coordinates. The claim originated from anonymous posts and viral forwards; no credible reporting supports it. Authorities have urged the public not to circulate unverified information and to consult official sources.   ",healthNews,"November 05, 2025"
Schools to be closed permanently as education policy leak suggests,Schools to be closed permanently as education policy leak suggests. The claim originated from anonymous posts and viral forwards; no credible reporting supports it. Authorities have urged the public not to circulate unverified information and to consult official sources.   ,techNews,"November 02, 2025"
"Banks to freeze all accounts this weekend due to 'system reset', chain message warns  no official sources corroborate this","Banks to freeze all accounts this weekend due to 'system reset', chain message warns  no official sources corroborate this. The claim originated from anonymous posts and viral forwards; no credible reporting supports it. Authorities have urged the public not to circulate unverified information and to consult official sources.   ",politicsNews,"November 03, 2025"
"Celebrities secretly drafted into political conspiracy, anonymous blog claims  circulating via forwards and unverified posts","Celebrities secretly drafted into political conspiracy, anonymous blog claims  circulating via forwards and unverified posts. The claim originated from anonymous posts and viral forwards; no credible reporting supports it. Authorities have urged the public not to circulate unverified information and to consult official sources.   ",techNews,"November 11, 2025"
"Government to impose sudden internet blackout, leaked memo alleges  shared widely on social media without verification","Government to impose sudden internet blackout, leaked memo alleges  shared widely on social media without verification. The claim originated from anonymous posts and viral forwards; no credible reporting supports it. Authorities have urged the public not to circulate unverified information and to consult official sources.   ",politicsNews,"October 27, 2025"
"Secret clause in new law will seize private property, viral thread says  no official sources corroborate this","Secret clause in new law will seize private property, viral thread says  no official sources corroborate this. The claim originated from anonymous posts and viral forwards; no credible reporting supports it. Authorities have urged the public not to circulate unverified information and to consult official sources.   ",techNews,"October 15, 2025"
Schools to be closed permanently as education policy leak suggests,Schools to be closed permanently as education policy leak suggests. The claim originated from anonymous posts and viral forwards; no credible reporting supports it. Authorities have urged the public not to circulate unverified information and to consult official sources.   ,economyNews,"October 29, 2025"
"ISRO admits contact with extraterrestrial life, screenshot circulates online","ISRO admits contact with extraterrestrial life, screenshot circulates online. The claim originated from anonymous posts and viral forwards; no credible reporting supports it. Authorities have urged the public not to circulate unverified information and to consult official sources.   ",healthNews,"November 02, 2025"
"Miracle herb from Western Ghats cures all diseases overnight, viral post alleges  experts say this is almost certainly false","Miracle herb from Western Ghats cures all diseases overnight, viral post alleges  experts say this is almost certainly false. The claim originated from anonymous posts and viral forwards; no credible reporting supports it. Authorities have urged the public not to circulate unverified information and to consult official sources.   ",healthNews,"October 30, 2025"
"New smartphone update turns users into 'sleepwalkers', social post warns  circulating via forwards and unverified posts","New smartphone update turns users into 'sleepwalkers', social post warns  circulating via forwards and unverified posts. The claim originated from anonymous posts and viral forwards; no credible reporting supports it. Authorities have urged the public not to circulate unverified information and to consult official sources.   ",sportsNews,"October 13, 2025"
"Government to impose sudden internet blackout, leaked memo claims  experts say this is almost certainly false","Government to impose sudden internet blackout, leaked memo claims  experts say this is almost certainly false. The claim originated from anonymous posts and viral forwards; no credible reporting supports it. Authorities have urged the public not to circulate unverified information and to consult official sources.   ",healthNews,"November 11, 2025"
"Massive government payout to  citizensclick link to claim, scam spreads  shared widely on social media without verification","Massive government payout to  citizensclick link to claim, scam spreads  shared widely on social media without verification. The claim originated from anonymous posts and viral forwards; no credible reporting supports it. Authorities have urged the public not to circulate unverified information and to consult official sources.   ",techNews,"October 27, 2025"
"Government to impose sudden internet blackout, leaked memo claims","Government to impose sudden internet blackout, leaked memo claims. The claim originated from anonymous posts and viral forwards; no credible reporting supports it. Authorities have urged the public not to circulate unverified information and to consult official sources.   ",techNews,"November 08, 2025"
"Massive government payout to  citizensclick link to claim, scam spreads  circulating via forwards and unverified posts","Massive government payout to  citizensclick link to claim, scam spreads  circulating via forwards and unverified posts. The claim originated from anonymous posts and viral forwards; no credible reporting supports it. Authorities have urged the public not to circulate unverified information and to consult official sources.   ",economyNews,"November 03, 2025"
"Celebrities secretly drafted into political conspiracy, anonymous blog claims","Celebrities secretly drafted into political conspiracy, anonymous blog claims. The claim originated from anonymous posts and viral forwards; no credible reporting supports it. Authorities have urged the public not to circulate unverified information and to consult official sources.   ",techNews,"November 07, 2025"
"Secret clause in new law will seize private property, viral thread says  experts say this is almost certainly false","Secret clause in new law will seize private property, viral thread says  experts say this is almost certainly false. The claim originated from anonymous posts and viral forwards; no credible reporting supports it. Authorities have urged the public not to circulate unverified information and to consult official sources.   ",healthNews,"November 10, 2025"
"New smartphone update turns users into 'sleepwalkers', social post warns  shared widely on social media without verification","New smartphone update turns users into 'sleepwalkers', social post warns  shared widely on social media without verification. The claim originated from anonymous posts and viral forwards; no credible reporting supports it. Authorities have urged the public not to circulate unverified information and to consult official sources.   ",healthNews,"November 02, 2025"
"Government to impose sudden internet blackout, leaked memo claims","Government to impose sudden internet blackout, leaked memo claims. The claim originated from anonymous posts and viral forwards; no credible reporting supports it. Authorities have urged the public not to circulate unverified information and to consult official sources.   ",sportsNews,"October 21, 2025"
"Celebrities secretly drafted into political conspiracy, anonymous blog alleges  authorities have not confirmed these claims","Celebrities secretly drafted into political conspiracy, anonymous blog alleges  authorities have not confirmed these claims. The claim originated from anonymous posts and viral forwards; no credible reporting supports it. Authorities have urged the public not to circulate unverified information and to consult official sources.   ",economyNews,"October 31, 2025"
"Secret clause in new law will seize private property, viral thread says","Secret clause in new law will seize private property, viral thread says. The claim originated from anonymous posts and viral forwards; no credible reporting supports it. Authorities have urged the public not to circulate unverified information and to consult official sources.   ",healthNews,"November 08, 2025"
"Meteor to strike coastal India next week, viral video predicts exact coordinates  authorities have not confirmed these claims","Meteor to strike coastal India next week, viral video predicts exact coordinates  authorities have not confirmed these claims. The claim originated from anonymous posts and viral forwards; no credible reporting supports it. Authorities have urged the public not to circulate unverified information and to consult official sources.   ",techNews,"October 22, 2025"
"Meteor to strike coastal India next week, viral video predicts exact coordinates  no official sources corroborate this","Meteor to strike coastal India next week, viral video predicts exact coordinates  no official sources corroborate this. The claim originated from anonymous posts and viral forwards; no credible reporting supports it. Authorities have urged the public not to circulate unverified information and to consult official sources.   ",sportsNews,"October 21, 2025"
"Massive government payout to  citizensclick link to claim, scam spreads  no official sources corroborate this","Massive government payout to  citizensclick link to claim, scam spreads  no official sources corroborate this. The claim originated from anonymous posts and viral forwards; no credible reporting supports it. Authorities have urged the public not to circulate unverified information and to consult official sources.   ",techNews,"October 31, 2025"
"Meteor to strike coastal India next week, viral video predicts exact coordinates  circulating via forwards and unverified posts","Meteor to strike coastal India next week, viral video predicts exact coordinates  circulating via forwards and unverified posts. The claim originated from anonymous posts and viral forwards; no credible reporting supports it. Authorities have urged the public not to circulate unverified information and to consult official sources.   ",sportsNews,"October 22, 2025"
"Miracle herb from Western Ghats cures all diseases overnight, viral post alleges","Miracle herb from Western Ghats cures all diseases overnight, viral post alleges. The claim originated from anonymous posts and viral forwards; no credible reporting supports it. Authorities have urged the public not to circulate unverified information and to consult official sources.   ",politicsNews,"October 14, 2025"
"New smartphone update turns users into 'sleepwalkers', social post warns","New smartphone update turns users into 'sleepwalkers', social post warns. The claim originated from anonymous posts and viral forwards; no credible reporting supports it. Authorities have urged the public not to circulate unverified information and to consult official sources.   ",economyNews,"November 06, 2025"
"Meteor to strike coastal India next week, viral video predicts exact coordinates","Meteor to strike coastal India next week, viral video predicts exact coordinates. The claim originated from anonymous posts and viral forwards; no credible reporting supports it. Authorities have urged the public not to circulate unverified information and to consult official sources.   ",healthNews,"October 29, 2025"
Schools to be closed permanently as education policy leak suggests  experts say this is almost certainly false,Schools to be closed permanently as education policy leak suggests  experts say this is almost certainly false. The claim originated from anonymous posts and viral forwards; no credible reporting supports it. Authorities have urged the public not to circulate unverified information and to consult official sources.   ,sportsNews,"October 14, 2025"
Schools to be closed permanently as education policy leak suggests,Schools to be closed permanently as education policy leak suggests. The claim originated from anonymous posts and viral forwards; no credible reporting supports it. Authorities have urged the public not to circulate unverified information and to consult official sources.   ,techNews,"October 31, 2025"
"Massive government payout to  citizensclick link to claim, scam spreads","Massive government payout to  citizensclick link to claim, scam spreads. The claim originated from anonymous posts and viral forwards; no credible reporting supports it. Authorities have urged the public not to circulate unverified information and to consult official sources.   ",economyNews,"October 19, 2025"
"Secret clause in new law will seize private property, viral thread says  authorities have not confirmed these claims","Secret clause in new law will seize private property, viral thread says  authorities have not confirmed these claims. The claim originated from anonymous posts and viral forwards; no credible reporting supports it. Authorities have urged the public not to circulate unverified information and to consult official sources.   ",politicsNews,"November 01, 2025"
"New smartphone update turns users into 'sleepwalkers', social post warns  circulating via forwards and unverified posts","New smartphone update turns users into 'sleepwalkers', social post warns  circulating via forwards and unverified posts. The claim originated from anonymous posts and viral forwards; no credible reporting supports it. Authorities have urged the public not to circulate unverified information and to consult official sources.   ",techNews,"October 31, 2025"
"Celebrities secretly drafted into political conspiracy, anonymous blog claims","Celebrities secretly drafted into political conspiracy, anonymous blog claims. The claim originated from anonymous posts and viral forwards; no credible reporting supports it. Authorities have urged the public not to circulate unverified information and to consult official sources.   ",economyNews,"November 03, 2025"
"ISRO admits contact with extraterrestrial life, screenshot circulates online","ISRO admits contact with extraterrestrial life, screenshot circulates online. The claim originated from anonymous posts and viral forwards; no credible reporting supports it. Authorities have urged the public not to circulate unverified information and to consult official sources.   ",healthNews,"November 04, 2025"
"Massive government payout to  citizensclick link to claim, scam spreads  experts say this is almost certainly false","Massive government payout to  citizensclick link to claim, scam spreads  experts say this is almost certainly false. The claim originated from anonymous posts and viral forwards; no credible reporting supports it. Authorities have urged the public not to circulate unverified information and to consult official sources.   ",economyNews,"November 11, 2025"
Schools to be closed permanently as education policy leak suggests  experts say this is almost certainly false,Schools to be closed permanently as education policy leak suggests  experts say this is almost certainly false. The claim originated from anonymous posts and viral forwards; no credible reporting supports it. Authorities have urged the public not to circulate unverified information and to consult official sources.   ,sportsNews,"November 01, 2025"
"ISRO admits contact with extraterrestrial life, screenshot circulates online  circulating via forwards and unverified posts","ISRO admits contact with extraterrestrial life, screenshot circulates online  circulating via forwards and unverified posts. The claim originated from anonymous posts and viral forwards; no credible reporting supports it. Authorities have urged the public not to circulate unverified information and to consult official sources.   ",sportsNews,"October 28, 2025"
"Miracle herb from Western Ghats cures all diseases overnight, viral post alleges","Miracle herb from Western Ghats cures all diseases overnight, viral post alleges. The claim originated from anonymous posts and viral forwards; no credible reporting supports it. Authorities have urged the public not to circulate unverified information and to consult official sources.   ",politicsNews,"October 29, 2025"
"Miracle herb from Western Ghats cures all diseases overnight, viral post alleges  shared widely on social media without verification","Miracle herb from Western Ghats cures all diseases overnight, viral post alleges  shared widely on social media without verification. The claim originated from anonymous posts and viral forwards; no credible reporting supports it. Authorities have urged the public not to circulate unverified information and to consult official sources.   ",economyNews,"November 01, 2025"
"Government to impose sudden internet blackout, leaked memo alleges  no official sources corroborate this","Government to impose sudden internet blackout, leaked memo alleges  no official sources corroborate this. The claim originated from anonymous posts and viral forwards; no credible reporting supports it. Authorities have urged the public not to circulate unverified information and to consult official sources.   ",sportsNews,"November 03, 2025"
"Miracle herb from Western Ghats cures all diseases overnight, viral post alleges","Miracle herb from Western Ghats cures all diseases overnight, viral post alleges. The claim originated from anonymous posts and viral forwards; no credible reporting supports it. Authorities have urged the public not to circulate unverified information and to consult official sources.   ",economyNews,"October 15, 2025"
"Miracle herb from Western Ghats cures all diseases overnight, viral post alleges","Miracle herb from Western Ghats cures all diseases overnight, viral post alleges. The claim originated from anonymous posts and viral forwards; no credible reporting supports it. Authorities have urged the public not to circulate unverified information and to consult official sources.   ",healthNews,"October 18, 2025"
"Celebrities secretly drafted into political conspiracy, anonymous blog claims  authorities have not confirmed these claims","Celebrities secretly drafted into political conspiracy, anonymous blog claims  authorities have not confirmed these claims. The claim originated from anonymous posts and viral forwards; no credible reporting supports it. Authorities have urged the public not to circulate unverified information and to consult official sources.   ",politicsNews,"October 13, 2025"
"Meteor to strike coastal India next week, viral video predicts exact coordinates","Meteor to strike coastal India next week, viral video predicts exact coordinates. The claim originated from anonymous posts and viral forwards; no credible reporting supports it. Authorities have urged the public not to circulate unverified information and to consult official sources.   ",economyNews,"November 11, 2025"
"New smartphone update turns users into 'sleepwalkers', social post warns","New smartphone update turns users into 'sleepwalkers', social post warns. The claim originated from anonymous posts and viral forwards; no credible reporting supports it. Authorities have urged the public not to circulate unverified information and to consult official sources.   ",economyNews,"October 26, 2025"
"Government to impose sudden internet blackout, leaked memo claims  no official sources corroborate this","Government to impose sudden internet blackout, leaked memo claims  no official sources corroborate this. The claim originated from anonymous posts and viral forwards; no credible reporting supports it. Authorities have urged the public not to circulate unverified information and to consult official sources.   ",sportsNews,"October 27, 2025"
"Massive government payout to  citizensclick link to claim, scam spreads","Massive government payout to  citizensclick link to claim, scam spreads. The claim originated from anonymous posts and viral forwards; no credible reporting supports it. Authorities have urged the public not to circulate unverified information and to consult official sources.   ",healthNews,"November 07, 2025"
"Government to impose sudden internet blackout, leaked memo claims","Government to impose sudden internet blackout, leaked memo claims. The claim originated from anonymous posts and viral forwards; no credible reporting supports it. Authorities have urged the public not to circulate unverified information and to consult official sources.   ",techNews,"October 30, 2025"
"Meteor to strike coastal India next week, viral video predicts exact coordinates","Meteor to strike coastal India next week, viral video predicts exact coordinates. The claim originated from anonymous posts and viral forwards; no credible reporting supports it. Authorities have urged the public not to circulate unverified information and to consult official sources.   ",healthNews,"October 17, 2025"
"Secret clause in new law will seize private property, viral thread says","Secret clause in new law will seize private property, viral thread says. The claim originated from anonymous posts and viral forwards; no credible reporting supports it. Authorities have urged the public not to circulate unverified information and to consult official sources.   ",economyNews,"October 29, 2025"
"New smartphone update turns users into 'sleepwalkers', social post warns  no official sources corroborate this","New smartphone update turns users into 'sleepwalkers', social post warns  no official sources corroborate this. The claim originated from anonymous posts and viral forwards; no credible reporting supports it. Authorities have urged the public not to circulate unverified information and to consult official sources.   ",healthNews,"October 18, 2025"
"ISRO admits contact with extraterrestrial life, screenshot circulates online  no official sources corroborate this","ISRO admits contact with extraterrestrial life, screenshot circulates online  no official sources corroborate this. The claim originated from anonymous posts and viral forwards; no credible reporting supports it. Authorities have urged the public not to circulate unverified information and to consult official sources.   ",economyNews,"October 28, 2025"
"Government to impose sudden internet blackout, leaked memo claims  authorities have not confirmed these claims","Government to impose sudden internet blackout, leaked memo claims  authorities have not confirmed these claims. The claim originated from anonymous posts and viral forwards; no credible reporting supports it. Authorities have urged the public not to circulate unverified information and to consult official sources.   ",techNews,"October 28, 2025"
